marketplace	customer_id	review_id	product_id	product_parent	product_title	product_category	star_rating	helpful_votes	total_votes	vine	verified_purchase	review_headline	review_body	review_date		helpful-helpless	vote%	bscore	tscore	lenth	total review				star_rating	total review																				
US	16496840	R33PO0Y4KJSRIB	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	0	0	N	Y	Love it!	"I was reluctant to get a microwave because of limited counter space that I have in my tiny apartment, so I talked myself out of not needing a microwave. But then I realize how convenient it is to have one and found this one that's just the right size, that's when I knew I had to get it. But don't let its size fool you...it can fit a full sized dinner plate. Five star for sleek design and function. Love it!"	8/6/2015	20150806	0	1	1.324404762	3.125	1	2.584821429		20150806	71	5	2.584821429																				
US	2715832	R2487ZJ2GCE02N	B0052G14E8	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	Very good item	8/7/2015	20150807	0	1	4.55	0	1.5	2.0475		20150807	72	5	2.0475																				
US	5679534	R2UDBTRZJPU09T	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	3	0	0	N	Y	but it is a little slow and worse of all it has no way to quickly add ...	"Microwave and reheat function works well, but it is a little slow and worse of all it has no way to quickly add 30 seconds or a minute. You must always either select a mode or manually enter the cook time before starting."	8/8/2015	20150808	0	1	-0.554166667	-0.692708333	1	-0.651145833		20150808	73	3	-0.651145833																				
US	17681666	R198VUDI60EYSE	B008MD2RH6	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	2	4	4	N	Y	microwave worked fine when I bought back in March '15	microwave worked fine when I bought back in March '15; then a few days ago it would not turn on. Will not buy Danby microwaves again.	8/9/2015	20150809	4	1.004914005	0.361111111	1.041666667	1.5	1.262423219		20150809	74	2	1.262423219																				
US	15944240	R2VDH787K2ZDVS	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	2	2	3	N	Y	to the point where it's annoying. If I had known this before I purchased ...	"When you close the door, it is VERY loud, to the point where it's annoying. If I had known this before I purchased it, I would have bought a more expensive one to not deal with the noise every time it closes. The plastic covering the buttons is already ripping, had it for less than a year. Other than that, it works fine."	8/9/2015	20150809	1	1.001228501	-0.389285714	-4	1	-2.920368988		20150809	75	2	-2.920368988																				
US	11216874	RJSZGT70TBDBX	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	1	N	Y	Still in the box	"Purchased this for college student and it has not been used yet. Still in the original box. Looks nice, however."	8/9/2015	20150809	-1	0.998771499	2.4375	0	1.5	1.095527488		20150809	76	4	1.095527488																				
US	39828584	R1HFUJLGGZLA2X	B00NN136NQ	464779766	"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel"	Major Appliances	5	0	0	N	Y	Five Stars	love it!	8/9/2015	20150809	0	1	3.125	0	2	1.875		20150809	77	5	1.875																				
US	13920155	R1DDJOZCYZBOT9	B00009V3X6	459626087	sharp 1.1-cubic-foot 850-watt over-the-range convection microwaves	Major Appliances	5	2	3	N	Y	I couldn't enjoy our travels in our RV if I didn't have ...	I couldn't enjoy our travels in our RV if I didn't have my Sharp convection/microwave oven. I just love it !	8/11/2015	20150811	1	1.001228501	1.5	2	1	1.852272727		20150811	78	5	1.852272727																				
US	15901046	R2OXNE998ILXLZ	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	1	0	0	N	Y	Amazon reviews were misleading.	"One of my worst Amazon purchases. I hate this microwave and deeply regret purchasing it.  It is GIANT and heavy, sits crooked on a flat surface, and heats food unevenly!  You can get WAY better for LESS MONEY!!!!!  Shocked, because usually Amazon reviews are so spot on."	8/12/2015	20150812	0	1	-1.347344293	0	1	-0.404203288		20150812	79	1	-0.404203288																				
US	47563179	RE5FI6X7K940Q	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	Got it sooner thank you	8/15/2015	20150815	0	1	0	0	1	0		20150815	80	5	0																				
US	43357025	R3M0JKAJ6MB493	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	1	N	Y	but it heats quickly and is very easy to clean	"You can't use the &#34;cook&#34; feature with a timer going on the machine, but it heats quickly and is very easy to clean."	8/16/2015	20150816	-1	0.998771499	2.105555556	2.105555556	1	2.102968878		20150816	81	5	2.102968878																				
US	43776930	R37VRG2JRLUORR	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	3	2	2	N	Y	"Nothing special, but fits the bill."	"Works well enough for my purposes. Just the right size. I dig the 1 touch feature for 30 seconds (start) and minutes (number buttons). It's also good that it has the removable glass rotator thingy. What brings the star count down are the button sizes themselves ¨C?super tiny, and the handle. While this microwave is nice and light and the door seals well, that doesn't make for a good combination for opening the door. So I have to hold one side to apply opposite pressure to open the door. I think this could be solved with some super rubber feet, but I shouldn't have to add them myself."	8/17/2015	20150817	2	1.002457002	1.332010582	1.785714286	1	1.653656253		20150817	82	3	1.653656253																				
US	2200793	R1UFH7URKHIN3E	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	1	1	1	N	Y	Received defected item	Came in brand new package but item doesn't work at all.	8/17/2015	20150817	1	1.001228501	0.681818182	0	2	0.409593478		20150817	83	1	0.409593478																				
US	52830657	RPR2PCYD8LDEM	B004ZU09QQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	It's pretty powerful. It looks as if there are many ...	Needed one in a hurry and my teen bought this. It's pretty powerful. It looks as if there are many brands that are actually this same machine.	8/18/2015	20150818	0	1	0.875	1.75	1	1.4875		20150818	84	4	1.4875																				
US	13408354	R1V1MIFZU32A97	B005GSZB7I	827502283	"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd"	Major Appliances	5	3	3	N	Y	The fabuous whirlpool mini!	"I had found a small blue cube micro wave some years ago.  After 16 years of service it finally wore out.  I love the cube shape and took a risk on ordering this little gem.  I couldn't be happier.  It is the great same size, the outside is fabulous and it has more power than the last microwave. Would not hesitate to purchase this again! Totally worth the price."	8/18/2015	20150818	3	1.003685504	0.859375	0	1	0.258762669		20150818	85	5	0.258762669																				
US	38328350	R3ALDVS4RB8YJD	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	47	53	N	Y	Gap on the top right	"I just received mine and, when it's running, you can see the interior light shinning through a gap on the top corner. Not sure if this is normal or safe, so I've submitted a question about it. For now, I'll give it a 3 star review for looks and the slightly annoying BANG! the door makes when it closes, pending any heating and an answer to my question. I'll update then. I'm attaching pictures of the gap.<br /><br />UPDATE (9/26/2015): Well, the gap doesn't seem to be a normal feature, but it doesn't seem to affect the operation of the microwave oven in any way. I mostly use it for heating up leftovers and it works great for that purpose, have not tried it for any serious cooking. The loud door is far more tolerable now after a few uses, barely noticeable. Updating my review to 4 stars, won't do five only because of that gap."	8/19/2015	20150819	41	1.05036855	0.614583333	1.964285714	1	1.637918458		20150819	86	4	1.637918458																				
US	47830216	R2UQX5X29O3ICI	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	But it fits where we wanted it just perfect and we like the looks	We ordered it for a boat that we are rebuilding not real sure how its going to work yet. But it fits where we wanted it just perfect and we like the looks. That is about all I can tell you at the present time.  Terry	8/19/2015	20150819	0	1	1.388888889	5	1	3.916666667		20150819	87	4	3.916666667																				
US	30384634	R7LFUNGK7ZW6L	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	0	0	N	Y	Five Stars	Works well with proper preparation.	8/19/2015	20150819	0	1	0	0	2	0		20150819	88	5	0																				
US	42040790	R29HSQ1GJXRRXH	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Great purchase. The microwave does the job and was ...	Great purchase.  The microwave does the job and was a great price.	8/20/2015	20150820	0	1	4	4	1	4		20150820	89	5	4																				
US	36581725	ROKWTKVHCUN0D	B0052G51AQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	"Works great, product was as describer and delivered promptly and on time."	8/20/2015	20150820	0	1	4	0	1	1.2		20150820	90	5	1.2																				
US	16996448	RUMJPRPFJFIZ2	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	0	0	N	Y	Worked well on Sharp Carousel II	Worked well on an old Sharp Carousel II Microwave. 1 can was enough for 2 coats. First make sure you sand down and prime any rust spots so they won't show through.	8/20/2015	20150820	0	1	0.474537037	-0.625	1	-0.295138889		20150820	91	5	-0.295138889																				
US	19768842	RRO2C7LNHYSSL	B004NXUJ60	523301568	microwave cavity paint 98qbp0302	Major Appliances	5	0	0	N	Y	Five Stars	excellent results	8/20/2015	20150820	0	1	5	0	1	1.5		20150820	92	5	1.5																				
US	9939829	R23IP4R4VPCU7W	B005GSZB3M	109226352	whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave	Major Appliances	5	2	2	N	Y	Truckers Mucrowave	Perfect for semi truck at 750 watts can run on1000 watt inverter	8/20/2015	20150820	2	1.002457002	5	0	1	1.503685503		20150820	93	5	1.503685503																				
US	13560534	R36FKD0RA85LD2	B004ZU09QQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	3	1	2	N	Y	Danby 1.1 cuft microwave good unit	"Unit is lighter than expected. Cooks as expected. Door latch is hard to push, but not hard enough to move unit while opening. Light comes on as unit runs, not as door opens. Buttons are convenient for cooking, but read directions, some difference to set power levels, than other microwaves I have owned. Went with this unit, due to reviews, size and price."	8/21/2015	20150821	0	1	-0.122395833	3.5	1.5	3.619921875		20150821	94	3	3.619921875																				
US	14546777	R14FJ9TGHJN8X8	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	0	0	N	Y	Whirlpool WMC20005YW 0.5 cubic ft. microwave white	Although only .5 it holds a nice size dish.  I love that the controls are at the bottom. Counter space is limited so this is peer.  Would be great in a dorm room too	8/23/2015	20150823	0	1	1.828571429	0	1	0.548571429		20150823	95	5	0.548571429																				
US	46694531	R3U4EMQXXN5ZWA	B008MD2RH6	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Love to nuke	"Good price, has continued to work very well since December 2014 (8 months). My only recent complaint is that the glass carousel no longer seems to fit tightly over the plastic gear in the center. It therefore makes a rattling sound as the gear turns. I don't see what could cause the loose fit. Nevertheless, the carousel does turn, just not very quietly.<br /><br />Otherwise, great buy. It is still easy to clean. I love using the 1, 2 and 3 settings for one-touch cooking times of 1, 2 or 3 minutes. I really like being able to turn the microwave on for 30 seconds by simply touching &#34;Start&#34; one time. Some people have complained that the door is hard to open so that when the large &#34;open&#34; button is pushed, the entire microwave moves, but I have not had that experience. I seldom use the programmed settings for vegetables, popcorn, potato, etc. I had a bad experience burning a minibag of popcorn - the microwave didn't sense a need to stop cooking. However, it's fine for baking a potato.<br /><br />I do not understand the benefit of the rather extreme concave back to the interior, which contributes to the 1.4 cu ft interior volume. But the size is right for me regardless. Certainly this was the best buy on Amazon for my purposes."	8/24/2015	20150824	0	1	0.864321163	2.5	2	4.018592698		20150824	96	4	4.018592698																				
US	20673186	RCFH27W77OTPH	B004ZU09QQ	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	this is a great product. The size is perfect and it works ...	"Although it slides when you open the door, this is a great product. The size is perfect and it works great.<br /><br />Because of how my kitchen is designed, I cant push my microwave against the wall.  If you can, then your microwave will not slide."	8/24/2015	20150824	0	1	3	4.5	2	8.1		20150824	97	4	8.1																				
US	16397097	R2R63T6FP7G9JL	B0055UBB4O	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	4	0	0	N	Y	Four Stars	Solid microwave for a good price.	8/24/2015	20150824	0	1	1.75	0	1.5	0.7875		20150824	98	4	0.7875																				
US	42678211	R9HXJK5NX9IPY	B007V7G5TU	423421857	danby 0.7 cu.ft. countertop microwave	Major Appliances	5	0	0	N	Y	Five Stars	very attractive and useful mircorwave	8/24/2015	20150824	0	1	3.25	0	1	0.975		20150824	99	5	0.975																				
US	7686469	R1FB7BN6Z0L3XO	B005GSZB9Q	771401205	"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white"	Major Appliances	5	1	2	N	Y	This is a funny story.	"This is a funny story....years ago my husband found one of these cube microwaves at a garage sale for $25.00!  It was perfect for our daughter as she has an extremely SMALL kitchen with very little counter space etc.  Recently I moved to a older home, new home to me with lots of charm and very little counter space. No room for an over the range microwave. My new little Whirlpool Cube fits perfectly into the corner space of my new little kitchen!  Love it, Love it, Love it....however $25.00 would have been an easier price on the pocket book! LOL"	8/24/2015	20150824	0	1	1.221730169	1.25	2	2.483038102		20150824	100	5	2.483038102																				
